"","X","RID","activity","ResponseId","Rank","Question","activity_orig","activity_grammarfix","activity_standard1","activity_standard2"
"279","287","285","walk","r_6fmvtlxw5viacxz","1","q1_1","walk","walk","walk","walk"
"280","288","286","ride horses","r_3hospmfr7mrps2q","1","q1_1","ride horses","horseback ride","horseback ride","horseback ride"
"281","289","287","horseback ride","r_2cm2esihuior1hp","1","q1_1","horseback ride","horseback ride","horseback ride","horseback ride"
"282","290","288","ride","r_4gcc4r4taigy4cf","1","q1_1","ride ","ride","ride","ride"
"283","291","289","horse rides","r_20nvter0jim8gia","1","q1_1","horse rides","horseback ride","horseback ride","horseback ride"
"284","292","290","exercise","r_1koja9aj4fifncm","1","q1_1","exercise","exercise","exercise","exercise"
"285","293","291","ride horses","r_aiigxpwnci9rnwh","1","q1_1","ride horses","horseback ride","horseback ride","horseback ride"
"286","294","292","equestrian","r_24tsbmosx8btpot","1","q1_1","equestrian","horseback ride","horseback ride","horseback ride"
"287","295","293","walk","r_sjtmzt149zstzy1","1","q1_1","walk","walk","walk","walk"
"288","296","294","relax","r_25scenh2gjjpndp","1","q1_1","relax","relax","relax","relax, rest and unwind"
"289","297","295","equestrian use","r_3r22t9ndvhqmcyr","1","q1_1","equestrian use","horseback ride","horseback ride","horseback ride"
"290","298","296","ride horses","r_qou4lcf0mxxsq1x","1","q1_1","ride horses","horseback ride","horseback ride","horseback ride"
"291","299","297","mountain bike","r_3ez67dsyxn4nn2f","1","q1_1","mountain bike","mountain bike","mountain bike","mountain bike"
"292","300","298","horseback riding","r_2ti9t2xj3zgohin","1","q1_1","horseback riding","horseback ride","horseback ride","horseback ride"
"293","301","299","ride horses","r_adrwcs2l12zardn","1","q1_1","ride horses","horseback ride","horseback ride","horseback ride"
"294","302","300","ride horses and mules","r_3exewjnvph4zpib","1","q1_1","ride horses and mules","ride horses and mules","ride horses and mules","ride horses and mules"
"295","303","301","ride horse","r_2dsqu2gzrrk1pmy","1","q1_1","ride horse","horseback ride","horseback ride","horseback ride"
"296","304","302","hike","r_2r8hnnx8okkepi3","1","q1_1","hike","hike","hike","hike"
"297","306","304","ride horses","r_1rpldu5rfbccbme","1","q1_1","ride horses","horseback ride","horseback ride","horseback ride"
"298","307","305","equine trail ride","r_1ejvdbk90ucay7f","1","q1_1","equine trail ride","equine trail ride","horse trail ride","horse trail ride"
"299","308","306","horseback ride","r_3gea793ralqidsd","1","q1_1","horseback ride","horseback ride","horseback ride","horseback ride"
"300","309","307","horseback ride","r_25ybwxdzndmtthq","1","q1_1","horseback ride","horseback ride","horseback ride","horseback ride"
"301","310","308","ride horses","r_3hazh9smtw8btev","1","q1_1","ride horses","horseback ride","horseback ride","horseback ride"
"302","311","309","horse back ride","r_2tod2z0l5icdhhq","1","q1_1","horse back ride","horseback ride","horseback ride","horseback ride"
"303","312","310","ride horses","r_2rv5dl42gzhh07p","1","q1_1","ride horses","horseback ride","horseback ride","horseback ride"
"304","313","311","ride horses","r_axz3hjtbngocr0z","1","q1_1","ride horses","horseback ride","horseback ride","horseback ride"
"305","314","312","horseback ride","r_2u7hxu8ezwvlood","1","q1_1","horseback ride","horseback ride","horseback ride","horseback ride"
"306","315","313","ride","r_uexw3hbbvkokyxt","1","q1_1","ride","ride","ride","ride"
"307","316","314","ride horses","r_1mnomwxgaatbmfn","1","q1_1","ride horses","horseback ride","horseback ride","horseback ride"
"308","317","315","bike","r_w0vdjjsxpryj8yd","1","q1_1","bike","bike","bike","bike"
"309","318","316","ride horses","r_0ihhzyqfvslig6r","1","q1_1","ride horses ","horseback ride","horseback ride","horseback ride"
"310","319","317","ride horses","r_rrjsybdqifv0inx","1","q1_1","ride horses","horseback ride","horseback ride","horseback ride"
"311","320","318","hike","r_3mgqselfspehgma","1","q1_1","hike ","hike","hike","hike"
"312","321","319","mtb","r_ejxawayjw8uk4x3","1","q1_1","mtb","mountain","mountain","mountain"
"313","322","320","hike","r_3hvnfsfv68qfknh","1","q1_1","hike","hike","hike","hike"
"314","323","321","hike","r_2viz0ojkug6d8sm","1","q1_1","hike","hike","hike","hike"
"315","324","322","hike","r_3pgjm4gbops7qc1","1","q1_1","hike","hike","hike","hike"
"316","325","323","hike","r_3phodbg9rfojrqp","1","q1_1","hike","hike","hike","hike"
"317","326","324","ride horses","r_1clmns3r3ova2r4","1","q1_1","ride horses","horseback ride","horseback ride","horseback ride"
"318","327","325","hike","r_3g9atm3mvpe5cd1","1","q1_1","hike ","hike","hike","hike"
"319","328","326","hike","r_2bzdznbivj33xp2","1","q1_1","hike ","hike","hike","hike"
"320","329","327","relax","r_3iysqcxd8t8sqek","1","q1_1","relax","relax","relax","relax, rest and unwind"
"321","330","328","atv's (bad for trails)","r_3wqw4y9tpulo8cz","1","q1_1","atv's (bad for trails)","atv","atv","atv"
"322","332","330","hike","r_vlqy9y62hjmd7rp","1","q1_1","hike","hike","hike","hike"
"323","333","331","horseback riding","r_2chygcqrjr5ubzo","1","q1_1","horseback riding","horseback ride","horseback ride","horseback ride"
"324","334","332","ride atvs","r_214ihwqpcorapjg","1","q1_1","ride atvs","atv ride","atv ride","atv ride"
"325","335","333","hike/walk","r_bean4i0vrttadcn","1","q1_1","hike/walk","walk or hike","walk or hike","walk or hike"
"326","336","334","ride horses","r_edhnf33bs1vckof","1","q1_1","ride horses","horseback ride","horseback ride","horseback ride"
"327","337","335","horseback riding","r_2evw8pc9f9ccp0d","1","q1_1","horseback riding","horseback ride","horseback ride","horseback ride"
"328","338","336","enjoy views/solitude","r_2psrpul6xbthkrn","1","q1_1","enjoy views/solitude ","enjoy view/solitude","enjoy view/solitude","solitude"
"329","339","337","ride horse","r_2d5hz5kftoidhiy","1","q1_1","ride horse","horseback ride","horseback ride","horseback ride"
"330","341","339","horse riding","r_1dhg3oqpogqg5qo","1","q1_1","horse riding","horseback ride","horseback ride","horseback ride"
"331","342","340","ride horses","r_2w0t68vgwyyittn","1","q1_1","ride horses","horseback ride","horseback ride","horseback ride"
"332","343","341","ride horses","r_1pseqs4lilwprzx","1","q1_1","ride horses","horseback ride","horseback ride","horseback ride"
"333","344","342","horsebackride","r_uppa24cwegoogex","1","q1_1","horsebackride","horseback ride","horseback ride","horseback ride"
"334","345","343","horseback riding","r_1cxbu6vqhpem55v","1","q1_1","horseback riding","horseback ride","horseback ride","horseback ride"
"335","346","344","hiking","r_2wagbak4njnhzt3","1","q1_1","hiking","hike","hike","hike"
"336","347","345","horseback riding","r_y5oou6yfuzpqajt","1","q1_1","horseback riding ","horseback ride","horseback ride","horseback ride"
"337","348","346","horseback ride","r_2aplg8hp9qpwdjf","1","q1_1","horseback ride","horseback ride","horseback ride","horseback ride"
"338","349","347","hike","r_2a99h1pczojwowl","1","q1_1","hike","hike","hike","hike"
"339","350","348","ride horses","r_29ccsl9utzpqkuf","1","q1_1","ride horses","horseback ride","horseback ride","horseback ride"
"340","351","349","hike","r_1qvrxcu7gwuuemt","1","q1_1","hike","hike","hike","hike"
"341","352","350","hiking","r_enumvnrcjliihu1","1","q1_1","hiking ","hike","hike","hike"
"342","353","351","bike","r_1hz5clczt1w0a27","1","q1_1","bike","bike","bike","bike"
"343","355","353","bike","r_woyc4xhbeibi0i9","1","q1_1","bike","bike","bike","bike"
"344","356","354","horseback ride","r_2fihsrtev8jdadq","1","q1_1","horseback ride","horseback ride","horseback ride","horseback ride"
"345","357","355","ride horse","r_1hkkxagkkppwhs6","1","q1_1","ride horse","horseback ride","horseback ride","horseback ride"
"346","358","356","hike","r_1yyl6a79ndzqptl","1","q1_1","hike","hike","hike","hike"
"347","359","357","horseback riding","r_1gnjqwcrehully0","1","q1_1","horseback riding ","horseback ride","horseback ride","horseback ride"
"348","360","358","hiking","r_2qlthsdrkzjyxsm","1","q1_1","hiking","hike","hike","hike"
"349","361","359","ride horses","r_2upd9grscpgc68h","1","q1_1","ride horses","horseback ride","horseback ride","horseback ride"
"350","362","360","horseback ride","r_1lujnvtcaz2rwl9","1","q1_1","horseback ride","horseback ride","horseback ride","horseback ride"
"351","363","361","ride horses","r_vva3s99rxs5nzwb","1","q1_1","ride horses","horseback ride","horseback ride","horseback ride"
"352","364","362","horse ride","r_2omdj3nnre4ucw9","1","q1_1","horse ride","horseback ride","horseback ride","horseback ride"
"353","365","363","ride horses","r_d6lccehgldi9ulz","1","q1_1","ride horses","horseback ride","horseback ride","horseback ride"
"354","366","364","hunt","r_1jebou3ovwsyjif","1","q1_1","hunt","hunt","hunt","hunt"
"355","367","365","ride","r_ckvkvegpnuofwuz","1","q1_1","ride ","ride","ride","ride"
"356","368","366","mtn bike","r_tiaht7ohatgkow5","1","q1_1","mtn bike","mountain bike","mountain bike","mountain bike"
"357","369","367","ride horseback","r_qxfrkrq4xxly4bt","1","q1_1","ride horseback ","horseback ride","horseback ride","horseback ride"
"358","370","368","observe wildlife","r_2wbrglr7k3mujnw","1","q1_1","observe wildlife","observe wildlife","view wildlife","view wildlife"
"359","371","369","relax","r_6grcrtg9f8y9yw9","1","q1_1","relax","relax","relax","relax, rest and unwind"
"360","372","370","hike","r_1dkvstamwthqacy","1","q1_1","hike","hike","hike","hike"
"361","373","371","horseback ride","r_bdkfrpw6lxqjwur","1","q1_1","horseback ride","horseback ride","horseback ride","horseback ride"
"362","374","372","history","r_akgzdcxapmhq5b3","1","q1_1","history ","history","history","history"
"363","375","373","hike","r_tjix4vrnuxznncz","1","q1_1","hike","hike","hike","hike"
"364","376","374","find peace","r_32w7wsfziqohecg","1","q1_1","find peace","find peace","search for peace","peace and quiet"
"365","377","375","walk their pets","r_w8wipm2jus2f7yb","1","q1_1","walk their pets","walk their pets","walk their pets","walk their pets"
"366","378","376","hike","r_8crkhyx30qymhpf","1","q1_1","hike","hike","hike","hike"
"367","379","377","ride horses","r_3dcmlh6kxosmdpa","1","q1_1","ride horses","horseback ride","horseback ride","horseback ride"
"368","380","378","stock use","r_3ekxv0bno5udq1g","1","q1_1","stock use","stock use","stock use","stock use"
"369","381","379","ride horses","r_3oizslijchlibwi","1","q1_1","ride horses","horseback ride","horseback ride","horseback ride"
"370","382","380","run","r_3l12fxh2kdk8cli","1","q1_1","run","run","run","run"
"371","383","381","hike","r_323f6anzlt2pglg","1","q1_1","hike","hike","hike","hike"
"372","384","382","horseback riding","r_3nivecu2ztrlxsw","1","q1_1","horseback riding","horseback ride","horseback ride","horseback ride"
"373","385","383","ride","r_dmwtm7rxv1oyqd7","1","q1_1","ride","ride","ride","ride"
"374","386","384","chain saw trail","r_1klayaik4pcr7tn","1","q1_1","chain saw trail","chain saw trail","chain saw trail","chain saw trail"
"375","387","385","hike","r_1ok8hxbacsrbkud","1","q1_1","hike","hike","hike","hike"
"376","388","386","horse ride","r_2r8jvypmoyjs4nu","1","q1_1","horse ride","horseback ride","horseback ride","horseback ride"
"377","389","387","walk","r_29oir1m9icymdci","1","q1_1","walk","walk","walk","walk"
"378","390","388","hike","r_1kxn0kmjj5sedhs","1","q1_1","hike","hike","hike","hike"
"379","391","389","horseback riding","r_3irs9or4zne7uob","1","q1_1","horseback riding","horseback ride","horseback ride","horseback ride"
"380","392","390","walk","r_1mgdzpa3x8cicwf","1","q1_1","walk","walk","walk","walk"
"381","393","391","ride horses","r_1pdfqa7imd8fh0w","1","q1_1","ride horses ","horseback ride","horseback ride","horseback ride"
"382","394","392","socialize","r_e4cd8v7nd189mcd","1","q1_1","socialize ","socialize","socialize","socialize"
"383","395","393","ride horse","r_110v6ckapnkduv2","1","q1_1","ride horse","horseback ride","horseback ride","horseback ride"
"384","396","394","enjoy scenery","r_1jpxuhjnaipvv3k","1","q1_1","enjoy scenery ","enjoy scenery","enjoy scenery","enjoy scenery"
"385","397","395","ride horse","r_1nxjfl0xfdnwrem","1","q1_1","ride horse","horseback ride","horseback ride","horseback ride"
"386","398","396","horseback","r_30egizlytibqkh3","1","q1_1","horseback ","horseback ride","horseback ride","horseback ride"
"387","399","397","hike","r_2wu0xjajqdvvobw","1","q1_1","hike","hike","hike","hike"
"388","400","398","mountain biking","r_2bl0grhbyljawv9","1","q1_1","mountain biking","mountain bike","mountain bike","mountain bike"
"389","401","399","i ride my horse on the trails either alone or with other horse riding friends","r_33fmkibxupd3by6","1","q1_1","i ride my horse on the trails either alone or with other horse riding friends.","i ride my horse on the trails either alone or with other horse ride friends","i ride my horse on the trail either alone or with other horse ride friends","i ride my horse on the trail either alone or with other horse ride friends"
"390","402","400","hike","r_1qmcrpf03xrvzd5","1","q1_1","hike","hike","hike","hike"
"391","403","401","ride horses","r_24khkpooalwcotf","1","q1_1","ride horses","horseback ride","horseback ride","horseback ride"
"392","404","402","horseback ride","r_2qxsjbffryrpllq","1","q1_1","horseback ride","horseback ride","horseback ride","horseback ride"
"393","405","403","mountain biking","r_1qm8n0ry9jg9oz4","1","q1_1","mountain biking","mountain bike","mountain bike","mountain bike"
"394","406","404","mountain biking","r_28m9vk7auxwzsc0","1","q1_1","mountain biking","mountain bike","mountain bike","mountain bike"
"395","407","405","mountain bike","r_xyeiq4vgct90bvh","1","q1_1","mountain bike","mountain bike","mountain bike","mountain bike"
"396","408","406","bike","r_3jq4mnf3rbhmmse","1","q1_1","bike","bike","bike","bike"
"397","409","407","hike","r_2zju4a1ad5hrztw","1","q1_1","hike","hike","hike","hike"
"398","410","408","hike","r_1hasovjd9msof3p","1","q1_1","hike","hike","hike","hike"
"399","411","409","bike","r_2vhedonomb8xifc","1","q1_1","bike","bike","bike","bike"
"400","412","410","horseback riding","r_1nvhgl0i2rcw6kh","1","q1_1","horseback riding","horseback ride","horseback ride","horseback ride"
"401","413","411","mtn biking","r_bnofsspvtghcscd","1","q1_1","mtn biking","mountain bike","mountain bike","mountain bike"
"402","414","412","bike","r_2zoywu1yihmrqst","1","q1_1","bike","bike","bike","bike"
"403","415","413","walk/run","r_3fkvmaidlc0e8zx","1","q1_1","walk/run","walk or run","walk or run","run"
"404","416","414","horseback ride","r_xtregbmgurtxig9","1","q1_1","horseback ride","horseback ride","horseback ride","horseback ride"
"405","417","415","hike","r_thzrjrh5k741i3l","1","q1_1","hike","hike","hike","hike"
"406","418","416","birdwatch","r_3jdfj6psw7dd36w","1","q1_1","birdwatch","bird watch","bird view","bird view"
"407","419","417","hike","r_239skspji5psntr","1","q1_1","hike","hike","hike","hike"
"408","420","418","walk","r_1dp68yfji6v0crz","1","q1_1","walk","walk","walk","walk"
"409","421","419","ride bicycles","r_216ohj1pfl6lbva","1","q1_1","ride bicycles","bike","bike","bike"
"410","422","420","hike","r_pvvfo0g17prz8z3","1","q1_1","hike","hike","hike","hike"
"411","423","421","horseback ride","r_1nxzvtyjovbslut","1","q1_1","horseback ride","horseback ride","horseback ride","horseback ride"
"412","424","422","mountain bike","r_2aq5vg2tikogoiu","1","q1_1","mountain bike","mountain bike","mountain bike","mountain bike"
"413","425","423","ride horses","r_2tesefcjdzh5wsx","1","q1_1","ride horses","horseback ride","horseback ride","horseback ride"
"414","426","424","bike","r_uawk8iivcjzho6z","1","q1_1","bike","bike","bike","bike"
"415","427","425","ride bikes","r_zrdnd2ntaofb1w9","1","q1_1","ride bikes","bike","bike","bike"
"416","428","426","ride horses","r_1npafxufyt3tuq2","1","q1_1","ride horses","horseback ride","horseback ride","horseback ride"
"417","429","427","watch nature, birds, wildlife","r_126kdgujqycujmh","1","q1_1","watch nature , birds, wildlife ","watch nature, birds, wildlife","view nature, birds, wildlife","view nature, birds, wildlife"
"418","430","428","hike","r_1owzdcar2hso7zc","1","q1_1","hike","hike","hike","hike"
"419","431","429","exercise","r_w8nglmh8gauzsl3","1","q1_1","exercise","exercise","exercise","exercise"
"420","432","430","hike","r_zt53ysmmaxpd1hd","1","q1_1","hike","hike","hike","hike"
"421","433","431","horsebackriding","r_2wqto3zr0ktnlyb","1","q1_1","horsebackriding","horseback ride","horseback ride","horseback ride"
"422","434","432","ride mule","r_1c8tk9h6xzwbjlk","1","q1_1","ride mule","ride mule","ride mule","ride mule"
"423","435","433","mountain bike","r_1mvrfkegkybduxo","1","q1_1","mountain bike","mountain bike","mountain bike","mountain bike"
"424","436","434","hike","r_uhv8gfg1sndksov","1","q1_1","hike","hike","hike","hike"
"425","437","435","ride horse","r_aag5yjxukxfzsjr","1","q1_1","ride horse","horseback ride","horseback ride","horseback ride"
"426","438","436","mountain bike","r_2tgdn8sgyuuagul","1","q1_1","mountain bike","mountain bike","mountain bike","mountain bike"
"427","439","437","ride hoses or mules","r_2up8behlwjgkpkj","1","q1_1","ride hoses or mules","ride horses and mules","ride horses and mules","ride horses and mules"
"428","440","438","ride horses","r_2cwl5zedzoixbfh","1","q1_1","ride horses ","horseback ride","horseback ride","horseback ride"
"429","441","439","ride horses","r_3g8pobaor06tmow","1","q1_1","ride horses","horseback ride","horseback ride","horseback ride"
"430","442","440","hike","r_2celdnwokniyw99","1","q1_1","hike","hike","hike","hike"
"431","443","441","hike","r_3dvsmx2ddyax6p9","1","q1_1","hike","hike","hike","hike"
"432","444","442","mountain bike","r_3msbzxqkdr6q14j","1","q1_1","mountain bike","mountain bike","mountain bike","mountain bike"
"433","445","443","walk","r_1inzg7bv9mjoe9e","1","q1_1","walk","walk","walk","walk"
"434","446","444","bike","r_3rjpl7lomlsbxgy","1","q1_1","bike","bike","bike","bike"
